level,cohort,suite,task,method,k,failure,episodes,scorable,ratio_bin,count
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,6,True,15,15,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,6,True,15,15,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,6,True,15,15,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,6,True,15,15,>2,15
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,7,True,15,15,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,7,True,15,15,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,7,True,15,15,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,7,True,15,15,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,7,True,15,15,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,7,True,15,15,>2,15
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,8,True,15,15,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,8,True,15,15,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,8,True,15,15,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,8,True,15,15,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,8,True,15,15,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,8,True,15,15,>2,15
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,9,True,15,15,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,9,True,15,15,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,9,True,15,15,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,9,True,15,15,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,9,True,15,15,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,9,True,15,15,>2,15
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,10,True,15,15,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,10,True,15,15,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,10,True,15,15,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,10,True,15,15,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,10,True,15,15,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,10,True,15,15,>2,15
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,20,True,15,15,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,20,True,15,15,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,20,True,15,15,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,20,True,15,15,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,20,True,15,15,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_the_stove,euclidean,20,True,15,15,>2,15
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,1,False,769,769,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,1,False,769,769,<=0.5,522
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,1,False,769,769,"(0.5,1]",247
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,1,False,769,769,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,1,False,769,769,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,1,False,769,769,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,2,False,769,769,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,2,False,769,769,<=0.5,547
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,2,False,769,769,"(0.5,1]",222
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,2,False,769,769,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,2,False,769,769,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,2,False,769,769,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,3,False,769,769,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,3,False,769,769,<=0.5,570
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,3,False,769,769,"(0.5,1]",199
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,3,False,769,769,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,3,False,769,769,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,3,False,769,769,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,4,False,769,769,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,4,False,769,769,<=0.5,571
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,4,False,769,769,"(0.5,1]",198
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,4,False,769,769,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,4,False,769,769,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,4,False,769,769,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,5,False,769,769,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,5,False,769,769,<=0.5,570
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,5,False,769,769,"(0.5,1]",199
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,5,False,769,769,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,5,False,769,769,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,5,False,769,769,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,6,False,769,769,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,6,False,769,769,<=0.5,571
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,6,False,769,769,"(0.5,1]",198
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,6,False,769,769,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,6,False,769,769,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,6,False,769,769,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,7,False,769,769,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,7,False,769,769,<=0.5,569
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,7,False,769,769,"(0.5,1]",200
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,7,False,769,769,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,7,False,769,769,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,7,False,769,769,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,8,False,769,769,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,8,False,769,769,<=0.5,565
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,8,False,769,769,"(0.5,1]",204
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,8,False,769,769,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,8,False,769,769,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,8,False,769,769,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,9,False,769,769,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,9,False,769,769,<=0.5,561
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,9,False,769,769,"(0.5,1]",208
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,9,False,769,769,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,9,False,769,769,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,9,False,769,769,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,10,False,769,769,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,10,False,769,769,<=0.5,560
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,10,False,769,769,"(0.5,1]",209
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,10,False,769,769,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,10,False,769,769,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,10,False,769,769,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,20,False,769,769,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,20,False,769,769,<=0.5,615
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,20,False,769,769,"(0.5,1]",154
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,20,False,769,769,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,20,False,769,769,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,20,False,769,769,>2,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,1,True,31,31,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,1,True,31,31,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,1,True,31,31,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,1,True,31,31,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,1,True,31,31,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,1,True,31,31,>2,31
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,2,True,31,31,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,2,True,31,31,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,2,True,31,31,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,2,True,31,31,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,2,True,31,31,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,2,True,31,31,>2,31
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,3,True,31,31,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,3,True,31,31,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,3,True,31,31,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,3,True,31,31,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,3,True,31,31,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,3,True,31,31,>2,31
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,4,True,31,31,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,4,True,31,31,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,4,True,31,31,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,4,True,31,31,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,4,True,31,31,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,4,True,31,31,>2,31
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,5,True,31,31,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,5,True,31,31,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,5,True,31,31,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,5,True,31,31,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,5,True,31,31,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,5,True,31,31,>2,31
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,6,True,31,31,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,6,True,31,31,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,6,True,31,31,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,6,True,31,31,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,6,True,31,31,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,6,True,31,31,>2,31
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,7,True,31,31,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,7,True,31,31,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,7,True,31,31,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,7,True,31,31,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,7,True,31,31,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,7,True,31,31,>2,31
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,8,True,31,31,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,8,True,31,31,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,8,True,31,31,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,8,True,31,31,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,8,True,31,31,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,8,True,31,31,>2,31
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,9,True,31,31,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,9,True,31,31,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,9,True,31,31,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,9,True,31,31,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,9,True,31,31,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,9,True,31,31,>2,31
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,10,True,31,31,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,10,True,31,31,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,10,True,31,31,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,10,True,31,31,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,10,True,31,31,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,10,True,31,31,>2,31
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,20,True,31,31,unscorable,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,20,True,31,31,<=0.5,0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,20,True,31,31,"(0.5,1]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,20,True,31,31,"(1,1.5]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,20,True,31,31,"(1.5,2]",0
task,all,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,euclidean,20,True,31,31,>2,31
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,1,False,781,781,unscorable,0
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,1,False,781,781,<=0.5,60
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,1,False,781,781,"(0.5,1]",625
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,1,False,781,781,"(1,1.5]",93
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,1,False,781,781,"(1.5,2]",3
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,1,False,781,781,>2,0
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,2,False,781,781,unscorable,0
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,2,False,781,781,<=0.5,58
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,2,False,781,781,"(0.5,1]",644
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,2,False,781,781,"(1,1.5]",78
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,2,False,781,781,"(1.5,2]",1
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,2,False,781,781,>2,0
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,3,False,781,781,unscorable,0
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,3,False,781,781,<=0.5,63
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,3,False,781,781,"(0.5,1]",647
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,3,False,781,781,"(1,1.5]",70
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,3,False,781,781,"(1.5,2]",1
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,3,False,781,781,>2,0
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,4,False,781,781,unscorable,0
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,4,False,781,781,<=0.5,65
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,4,False,781,781,"(0.5,1]",649
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,4,False,781,781,"(1,1.5]",66
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,4,False,781,781,"(1.5,2]",1
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,4,False,781,781,>2,0
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,5,False,781,781,unscorable,0
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,5,False,781,781,<=0.5,63
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,5,False,781,781,"(0.5,1]",654
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,5,False,781,781,"(1,1.5]",63
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,5,False,781,781,"(1.5,2]",1
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,5,False,781,781,>2,0
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,6,False,781,781,unscorable,0
