method,threshold_mode,suite,task,episodes,risks,alarms,tp,fp,precision,recall,mean_matched_prior,lift
conditional_effective_rank|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,8,2,2,0,1.0,0.25,0.9859154929577465,1.0142857142857142
conditional_effective_rank|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,13,0,0,0,,0.0,,
conditional_effective_rank|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,400,12,10,10,0,1.0,0.8333333333333334,0.9682461271222937,1.0327952490469354
conditional_effective_rank|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,400,41,16,16,0,1.0,0.3902439024390244,0.9854845858366985,1.0147292148166656
conditional_effective_rank|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,400,21,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,400,0,0,0,0,,,,
conditional_effective_rank|global,global,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,400,1,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_goal,libero_goal/put_the_bowl_on_the_plate,400,18,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_goal,libero_goal/put_the_bowl_on_the_stove,400,9,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,400,16,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,400,9,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,400,1,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,400,1,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_goal,libero_goal/turn_on_the_stove,400,0,0,0,0,,,,
conditional_effective_rank|global,global,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,53,38,15,0.7169811320754716,0.25165562913907286,0.08421482484709743,8.513716360239908
conditional_effective_rank|global,global,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,66,14,52,0.21212121212121213,0.4666666666666667,0.12805115965726446,1.656534877848553
conditional_effective_rank|global,global,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,400,10,86,0,86,0.0,0.0,0.07525770883931124,0.0
conditional_effective_rank|global,global,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,12,10,2,0.8333333333333334,0.5,0.7737130183086934,1.0770574019227022
conditional_effective_rank|global,global,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,27,24,3,0.8888888888888888,0.5106382978723404,0.5309458890448053,1.6741609780387197
conditional_effective_rank|global,global,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,400,0,0,0,0,,,,
conditional_effective_rank|global,global,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,1,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,400,14,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,24,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,8,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,13,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,400,12,0,0,0,,0.0,,
conditional_effective_rank|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,400,41,1,1,0,1.0,0.024390243902439025,0.8536585365853658,1.1714285714285715
conditional_effective_rank|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,400,21,1,1,0,1.0,0.047619047619047616,0.9790209790209791,1.0214285714285714
partial_edge_std|per_task,per_task,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,400,0,0,0,0,,,,
partial_edge_std|per_task,per_task,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,3,3,0,1.0,0.058823529411764705,0.9726393059726393,1.028130360205832
partial_edge_std|per_task,per_task,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,400,1,0,0,0,,0.0,,
partial_edge_std|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_the_plate,400,18,14,13,1,0.9285714285714286,0.7222222222222222,0.41701602516838765,2.2267044250792978
partial_edge_std|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_the_stove,400,9,0,0,0,,0.0,,
partial_edge_std|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,400,16,17,16,1,0.9411764705882353,1.0,0.13261585960406594,7.097012931923711
partial_edge_std|per_task,per_task,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,400,9,2,2,0,1.0,0.2222222222222222,0.561400641787497,1.7812590965624917
partial_edge_std|per_task,per_task,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,400,1,2,1,1,0.5,1.0,0.8421645292461684,0.5937082157183182
partial_edge_std|per_task,per_task,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,400,1,1,1,0,1.0,1.0,0.17637271214642264,5.669811320754716
partial_edge_std|per_task,per_task,libero_goal,libero_goal/turn_on_the_stove,400,0,0,0,0,,,,
partial_edge_std|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,6,4,2,0.6666666666666666,1.0,0.4931154786523367,1.351948368136076
partial_edge_std|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,0,0,0,,0.0,,
partial_edge_std|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,2,1,1,0.5,1.0,0.47091781196700605,1.0617563984499094
partial_edge_std|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,7,7,0,1.0,0.046357615894039736,0.9069762267988813,1.1025647315249272
partial_edge_std|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,8,8,0,1.0,0.26666666666666666,0.6702217772772358,1.4920434308513257
partial_edge_std|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,400,10,2,2,0,1.0,0.2,0.07712289494879543,12.96631824653282
partial_edge_std|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,1,1,0,1.0,0.25,0.4910394265232975,2.0364963503649633
partial_edge_std|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,1,1,0,1.0,0.05,0.982078853046595,1.0182481751824817
partial_edge_std|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,3,0,3,0.0,0.0,0.06963989952631087,0.0
partial_edge_std|per_task,per_task,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,0,0,0,,0.0,,
partial_edge_std|per_task,per_task,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,0,0,0,,0.0,,
partial_edge_std|per_task,per_task,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,1,1,0,1.0,0.1,0.9565217391304348,1.0454545454545454
partial_edge_std|per_task,per_task,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,400,0,0,0,0,,,,
partial_edge_std|per_task,per_task,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
partial_edge_std|per_task,per_task,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,0,0,0,,0.0,,
partial_edge_std|per_task,per_task,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
partial_edge_std|per_task,per_task,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,0,0,0,,0.0,,
partial_edge_std|per_task,per_task,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,0,0,0,,0.0,,
partial_edge_std|per_task,per_task,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
partial_edge_std|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,1,0,0,0,,0.0,,
partial_edge_std|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
partial_edge_std|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,400,14,5,5,0,1.0,0.35714285714285715,0.9790780370673522,1.0213690453064554
partial_edge_std|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,2,1,1,0.5,0.3333333333333333,0.500320085817603,0.9993602379223294
partial_edge_std|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,24,1,1,0,1.0,0.041666666666666664,0.9859154929577465,1.0142857142857142
partial_edge_std|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,8,0,0,0,,0.0,,
partial_edge_std|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,13,13,9,4,0.6923076923076923,0.6923076923076923,0.7382142178799113,0.9378140863988523
partial_edge_std|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,400,12,5,5,0,1.0,0.4166666666666667,0.9763772895390186,1.0241942440837952
partial_edge_std|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,400,41,20,20,0,1.0,0.4878048780487805,0.9848813158672316,1.0153507675383766
partial_edge_std|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,400,21,1,1,0,1.0,0.047619047619047616,0.9655172413793104,1.0357142857142856
partial_edge_std|global,global,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,400,0,0,0,0,,,,
partial_edge_std|global,global,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,0,0,0,,0.0,,
partial_edge_std|global,global,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,400,1,0,0,0,,0.0,,
partial_edge_std|global,global,libero_goal,libero_goal/put_the_bowl_on_the_plate,400,18,0,0,0,,0.0,,
partial_edge_std|global,global,libero_goal,libero_goal/put_the_bowl_on_the_stove,400,9,0,0,0,,0.0,,
partial_edge_std|global,global,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,400,16,0,0,0,,0.0,,
partial_edge_std|global,global,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,400,9,0,0,0,,0.0,,
partial_edge_std|global,global,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,400,1,0,0,0,,0.0,,
partial_edge_std|global,global,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,400,1,1,1,0,1.0,1.0,0.9217391304347826,1.0849056603773586
partial_edge_std|global,global,libero_goal,libero_goal/turn_on_the_stove,400,0,0,0,0,,,,
partial_edge_std|global,global,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,0,0,0,,0.0,,
partial_edge_std|global,global,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,0,0,0,,0.0,,
partial_edge_std|global,global,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,0,0,0,,0.0,,
partial_edge_std|global,global,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,83,54,29,0.6506024096385542,0.3576158940397351,0.08581252960074165,7.58167149559161
partial_edge_std|global,global,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,37,7,30,0.1891891891891892,0.23333333333333334,0.16785501527545438,1.1270988172663468
partial_edge_std|global,global,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,400,10,82,0,82,0.0,0.0,0.07703591408576038,0.0
partial_edge_std|global,global,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,1,0,1,0.0,0.0,0.0690524193548387,0.0
partial_edge_std|global,global,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,11,10,1,0.9090909090909091,0.5,0.8292061245157072,1.0963388742718925
partial_edge_std|global,global,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,21,18,3,0.8571428571428571,0.3829787234042553,0.5690909073471409,1.5061615746744077
partial_edge_std|global,global,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,0,0,0,,0.0,,
partial_edge_std|global,global,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,0,0,0,,0.0,,
partial_edge_std|global,global,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,0,0,0,,0.0,,
partial_edge_std|global,global,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,400,0,0,0,0,,,,
partial_edge_std|global,global,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
partial_edge_std|global,global,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,0,0,0,,0.0,,
partial_edge_std|global,global,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
partial_edge_std|global,global,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,0,0,0,,0.0,,
partial_edge_std|global,global,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,0,0,0,,0.0,,
partial_edge_std|global,global,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
partial_edge_std|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,1,0,0,0,,0.0,,
partial_edge_std|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
partial_edge_std|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,400,14,0,0,0,,0.0,,
partial_edge_std|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
